split,exercise,best_epoch,stopped_epoch,val_mae,val_rmse,val_r2,val_pcc,test_mae,test_rmse,test_r2,test_pcc,n
test_overall,all,13.0,93.0,0.288836807012558,0.41412967443466187,0.6871239110300724,0.8444528607545047,0.38382646441459656,0.5126113295555115,0.5643984939378609,0.7597196384441276,
test_per_exercise,E0,,,,,,,0.3524934947490692,0.42488381266593933,0.7053214985056881,0.857885279870737,464.0
test_per_exercise,E1,,,,,,,0.3913218080997467,0.5048860311508179,0.6280314856232613,0.8883454365775544,326.0
test_per_exercise,E2,,,,,,,0.3006681799888611,0.38852205872535706,0.7826349561605421,0.8953843449538292,258.0
test_per_exercise,E3,,,,,,,0.7773247361183167,0.8533609509468079,-0.6048229383830495,0.42405768421134016,319.0
test_per_exercise,E4,,,,,,,0.5730636715888977,0.6231968402862549,0.32152231378250407,0.8117895081606707,286.0
test_per_exercise,E5,,,,,,,0.298918217420578,0.4312017261981964,0.4175673630676072,0.6913975308996927,321.0
test_per_exercise,E6,,,,,,,0.2321576476097107,0.3616952896118164,0.6939849675113976,0.8483135355798579,314.0
test_per_exercise,E7,,,,,,,0.37773755192756653,0.5225204825401306,0.04446121057091834,0.34794793602460344,319.0
test_per_exercise,E8,,,,,,,0.2813810110092163,0.4771900773048401,0.6465879977373072,0.8046941743183047,317.0
test_per_exercise,E9,,,,,,,0.18162479996681213,0.19516916573047638,-0.13321587019453807,0.02809038606583569,182.0
