split,exercise,best_epoch,stopped_epoch,val_mae,val_rmse,val_r2,val_pcc,test_mae,test_rmse,test_r2,test_pcc,n
test_overall,all,5.0,85.0,0.27235767245292664,0.4103899598121643,0.6927491454876884,0.8449138416923918,0.40758928656578064,0.5568838715553284,0.48590637076535403,0.7443453556288964,
test_per_exercise,E0,,,,,,,0.3565768599510193,0.4479421079158783,0.6724693987904957,0.8594350715559569,464.0
test_per_exercise,E1,,,,,,,0.304913729429245,0.4529685974121094,0.7005973272249204,0.8940559322736494,326.0
test_per_exercise,E2,,,,,,,0.2626662254333496,0.3815186023712158,0.7904007366506308,0.8938914724166198,258.0
test_per_exercise,E3,,,,,,,0.9715449213981628,1.0322842597961426,-1.3483356698211826,0.4293701721606894,319.0
test_per_exercise,E4,,,,,,,0.6537575721740723,0.6891389489173889,0.1703429164000868,0.8214437406718703,286.0
test_per_exercise,E5,,,,,,,0.398443341255188,0.4671522378921509,0.3164006319981042,0.6837992518685814,321.0
test_per_exercise,E6,,,,,,,0.20652997493743896,0.37880879640579224,0.6643418108431216,0.8525764443028637,314.0
test_per_exercise,E7,,,,,,,0.3708391785621643,0.5298863053321838,0.017331316935601415,0.3629767633200436,319.0
test_per_exercise,E8,,,,,,,0.2844303846359253,0.47848665714263916,0.6446648526021506,0.8055077724321655,317.0
test_per_exercise,E9,,,,,,,0.19362856447696686,0.2639109194278717,-1.0720722734943156,-0.1192040556796581,182.0
